id,dress_id,barcode,size_discount_percentage,size_discount_active,status,sold_at,returned_at,created_at,updated_at
295,148,2500295,4.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
296,148,2500296,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
297,149,2500297,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
298,149,2500298,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
299,150,2500299,13.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
300,150,2500300,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
301,151,2500301,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
302,151,2500302,12.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
303,152,2500303,15.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
304,152,2500304,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
305,153,2500305,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
306,153,2500306,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
307,154,2500307,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
308,154,2500308,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
309,155,2500309,7.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
310,155,2500310,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
311,156,2500311,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
312,156,2500312,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
313,157,2500313,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
314,157,2500314,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
315,158,2500315,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
316,158,2500316,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
317,159,2500317,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
318,159,2500318,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
319,160,2500319,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
320,160,2500320,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
321,161,2500321,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
322,161,2500322,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
323,162,2500323,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
324,162,2500324,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
325,163,2500325,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
326,163,2500326,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
327,164,2500327,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
328,164,2500328,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
329,165,2500329,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
330,165,2500330,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
331,166,2500331,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
332,166,2500332,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
333,167,2500333,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
334,167,2500334,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
335,168,2500335,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
336,168,2500336,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
337,169,2500337,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
338,169,2500338,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
339,170,2500339,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
340,170,2500340,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
341,171,2500341,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
342,171,2500342,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
343,172,2500343,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
344,172,2500344,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
345,173,2500345,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
346,173,2500346,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
347,174,2500347,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
348,174,2500348,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
349,175,2500349,0.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
350,175,2500350,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
351,176,2500351,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
352,176,2500352,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
353,177,2500353,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
354,177,2500354,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
355,178,2500355,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
356,178,2500356,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
357,179,2500357,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
358,179,2500358,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
359,180,2500359,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
360,180,2500360,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
361,181,2500361,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
362,181,2500362,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
363,182,2500363,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
364,182,2500364,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
365,183,2500365,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
366,183,2500366,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
367,184,2500367,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
368,184,2500368,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
369,185,2500369,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
370,185,2500370,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
371,186,2500371,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
372,186,2500372,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
373,187,2500373,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
374,187,2500374,0.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
375,188,2500375,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
376,188,2500376,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
377,189,2500377,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
378,189,2500378,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
379,190,2500379,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
380,190,2500380,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
381,191,2500381,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
382,191,2500382,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
383,192,2500383,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
384,192,2500384,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
385,193,2500385,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
386,193,2500386,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
387,194,2500387,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
388,194,2500388,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
389,195,2500389,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
390,195,2500390,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
391,196,2500391,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
392,196,2500392,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
393,197,2500393,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
394,197,2500394,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
395,198,2500395,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
396,198,2500396,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
397,199,2500397,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
398,199,2500398,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
399,200,2500399,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
400,200,2500400,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
401,201,2500401,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
402,201,2500402,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
403,202,2500403,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
404,202,2500404,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
405,203,2500405,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
406,203,2500406,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
407,204,2500407,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
408,204,2500408,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
409,205,2500409,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
410,205,2500410,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
411,206,2500411,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
412,206,2500412,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
413,207,2500413,9.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
414,207,2500414,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
415,208,2500415,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
416,208,2500416,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
417,209,2500417,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
418,209,2500418,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
419,210,2500419,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
420,210,2500420,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
421,211,2500421,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
422,211,2500422,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
423,212,2500423,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
424,212,2500424,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
425,213,2500425,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
426,213,2500426,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
427,214,2500427,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
428,214,2500428,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
429,215,2500429,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
430,215,2500430,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
431,216,2500431,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
432,216,2500432,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
433,217,2500433,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
434,217,2500434,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
435,218,2500435,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
436,218,2500436,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
437,219,2500437,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
438,219,2500438,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
439,220,2500439,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
440,220,2500440,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
441,221,2500441,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
442,221,2500442,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
443,222,2500443,2.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
444,222,2500444,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
445,223,2500445,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
446,223,2500446,8.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
447,224,2500447,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
448,224,2500448,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
449,225,2500449,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
450,225,2500450,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
451,226,2500451,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
452,226,2500452,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
453,227,2500453,8.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
454,227,2500454,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
455,228,2500455,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
456,228,2500456,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
457,229,2500457,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
458,229,2500458,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
459,230,2500459,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
460,230,2500460,8.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
461,231,2500461,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
462,231,2500462,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
463,232,2500463,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
464,232,2500464,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
465,233,2500465,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
466,233,2500466,0.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
467,234,2500467,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
468,234,2500468,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
469,235,2500469,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
470,235,2500470,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
471,236,2500471,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
472,236,2500472,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
473,237,2500473,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
474,237,2500474,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
475,238,2500475,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
476,238,2500476,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
477,239,2500477,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
478,239,2500478,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
479,240,2500479,8.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
480,240,2500480,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
481,241,2500481,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
482,241,2500482,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
483,242,2500483,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
484,242,2500484,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
485,243,2500485,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
486,243,2500486,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
487,244,2500487,0.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
488,244,2500488,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
489,245,2500489,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
490,245,2500490,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
491,246,2500491,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
492,246,2500492,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
493,247,2500493,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
494,247,2500494,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
495,248,2500495,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
496,248,2500496,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
497,249,2500497,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
498,249,2500498,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
499,250,2500499,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
500,250,2500500,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
501,251,2500501,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
502,251,2500502,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
503,252,2500503,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
504,252,2500504,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
505,253,2500505,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
506,253,2500506,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
507,254,2500507,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
508,254,2500508,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
509,255,2500509,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
510,255,2500510,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
511,256,2500511,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
512,256,2500512,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
513,257,2500513,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
514,257,2500514,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
515,258,2500515,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
516,258,2500516,9.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
517,259,2500517,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
518,259,2500518,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
519,260,2500519,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
520,260,2500520,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
521,261,2500521,9.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
522,261,2500522,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
523,262,2500523,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
524,262,2500524,9.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
525,263,2500525,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
526,263,2500526,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
527,264,2500527,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
528,264,2500528,9.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
529,265,2500529,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
530,265,2500530,5.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
531,266,2500531,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
532,266,2500532,1.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
533,267,2500533,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
534,267,2500534,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
535,268,2500535,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
536,268,2500536,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
537,269,2500537,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
538,269,2500538,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
539,270,2500539,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
540,270,2500540,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
541,271,2500541,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
542,271,2500542,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
543,272,2500543,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
544,272,2500544,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
545,273,2500545,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
546,273,2500546,12.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
547,274,2500547,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
548,274,2500548,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
549,275,2500549,3.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
550,275,2500550,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
551,276,2500551,8.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
552,276,2500552,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
553,277,2500553,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
554,277,2500554,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
555,278,2500555,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
556,278,2500556,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
557,279,2500557,6.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
558,279,2500558,7.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
559,280,2500559,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
560,280,2500560,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
561,281,2500561,10.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
562,281,2500562,14.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
563,282,2500563,4.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
564,282,2500564,2.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
565,283,2500565,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
566,283,2500566,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
567,284,2500567,12.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
568,284,2500568,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
569,285,2500569,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
570,285,2500570,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
571,286,2500571,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
572,286,2500572,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
573,287,2500573,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
574,287,2500574,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
575,288,2500575,1.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
576,288,2500576,14.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
577,289,2500577,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
578,289,2500578,10.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
579,290,2500579,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
580,290,2500580,13.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
581,291,2500581,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
582,291,2500582,13.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
583,292,2500583,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
584,292,2500584,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
585,293,2500585,15.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
586,293,2500586,9.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
587,294,2500587,6.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
588,294,2500588,15.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
589,295,2500589,8.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
590,295,2500590,5.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
591,296,2500591,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
592,296,2500592,0.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
593,297,2500593,4.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
594,297,2500594,3.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
595,298,2500595,7.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
596,298,2500596,11.00,1,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
597,299,2500597,11.00,0,available,,,"2025-07-13 21:37:09","2025-07-13 21:37:09"
